Cultivo;Campaña;Provincia;idProvincia;"Sup. Sembrada";Producción;Rendimiento
"Yerba mate";2020/21;CORRIENTES;18;27524;110824;4665
"Yerba mate";2021/22;CORRIENTES;18;27689;102294;4364
"Yerba mate";2022/23;CORRIENTES;18;27366;93457;4164
"Yerba mate";2023/24;CORRIENTES;18;27405;119256;4864
"Yerba mate";2024/25;CORRIENTES;18;27669;106592;4532
"Yerba mate";2010/11;MISIONES;54;177050;666880;4188
"Yerba mate";2011/12;MISIONES;54;178250;622710;3861
"Yerba mate";2012/13;MISIONES;54;171850;598960;3849
"Yerba mate";2013/14;MISIONES;54;160150;750433;4756
"Yerba mate";2014/15;MISIONES;54;144115;700647;4902
"Yerba mate";2015/16;MISIONES;54;145911;695829;4840
"Yerba mate";2016/17;MISIONES;54;147501;591713;4012
"Yerba mate";2017/18;MISIONES;54;148965;703834;4725
"Yerba mate";2018/19;MISIONES;54;150592;728600;4838
"Yerba mate";2019/20;MISIONES;54;154445;705753;4570
"Yerba mate";2020/21;MISIONES;54;184339;771223;4586
"Yerba mate";2021/22;MISIONES;54;194196;727005;4287
"Yerba mate";2022/23;MISIONES;54;195602;681575;4137
"Yerba mate";2023/24;MISIONES;54;196130;867924;4822
"Yerba mate";2024/25;MISIONES;54;204121;782661;4511
